日付,種別,名称,部,場所,曲順,曲名,センター1,センター2,備考,参照元1,参照元2,参照元3,※ライブ数集計用のユニーク文字列
2012/8/13,全体,乃木坂46 Live in Osaka ～がんばれ！今野～,,Zepp Namba,1,走れ!Bicycle,,,,https://natalie.mu/music/news/74705,,,41134乃木坂46 Live in Osaka ～がんばれ！今野～
2012/8/13,全体,乃木坂46 Live in Osaka ～がんばれ！今野～,,Zepp Namba,2,ハウス!,,,,https://natalie.mu/music/news/74705,,,41134乃木坂46 Live in Osaka ～がんばれ！今野～
2012/8/13,全体,乃木坂46 Live in Osaka ～がんばれ！今野～,,Zepp Namba,3,涙がまだ悲しみだった頃,,,,https://natalie.mu/music/news/74705,,,41134乃木坂46 Live in Osaka ～がんばれ！今野～
2012/8/13,全体,乃木坂46 Live in Osaka ～がんばれ！今野～,,Zepp Namba,4,狼に口笛を,,,,https://natalie.mu/music/news/74705,,,41134乃木坂46 Live in Osaka ～がんばれ！今野～
2012/8/13,全体,乃木坂46 Live in Osaka ～がんばれ！今野～,,Zepp Namba,5,左胸の勇気,,,,https://natalie.mu/music/news/74705,,,41134乃木坂46 Live in Osaka ～がんばれ！今野～
2012/8/13,全体,乃木坂46 Live in Osaka ～がんばれ！今野～,,Zepp Namba,6,せっかちなかたつむり,,,,https://natalie.mu/music/news/74705,,,41134乃木坂46 Live in Osaka ～がんばれ！今野～
2012/8/13,全体,乃木坂46 Live in Osaka ～がんばれ！今野～,,Zepp Namba,7,人はなぜ走るのか?,,,,https://natalie.mu/music/news/74705,,,41134乃木坂46 Live in Osaka ～がんばれ！今野～
2012/8/13,全体,乃木坂46 Live in Osaka ～がんばれ！今野～,,Zepp Namba,8,音が出ないギター,,,,https://natalie.mu/music/news/74705,,,41134乃木坂46 Live in Osaka ～がんばれ！今野～
2012/8/13,全体,乃木坂46 Live in Osaka ～がんばれ！今野～,,Zepp Namba,9,オーマイガー！,,,,https://natalie.mu/music/news/74705,,,41134乃木坂46 Live in Osaka ～がんばれ！今野～
2012/8/13,全体,乃木坂46 Live in Osaka ～がんばれ！今野～,,Zepp Namba,10,会いたかった,,,,https://natalie.mu/music/news/74705,,,41134乃木坂46 Live in Osaka ～がんばれ！今野～
2012/8/13,全体,乃木坂46 Live in Osaka ～がんばれ！今野～,,Zepp Namba,11,Beginner,,,,https://natalie.mu/music/news/74705,,,41134乃木坂46 Live in Osaka ～がんばれ！今野～
2012/8/13,全体,乃木坂46 Live in Osaka ～がんばれ！今野～,,Zepp Namba,12,ぐるぐるカーテン,,,,https://natalie.mu/music/news/74705,,,41134乃木坂46 Live in Osaka ～がんばれ！今野～
2012/8/13,全体,乃木坂46 Live in Osaka ～がんばれ！今野～,,Zepp Namba,13,おいでシャンプー,,,,https://natalie.mu/music/news/74705,,,41134乃木坂46 Live in Osaka ～がんばれ！今野～
2012/8/13,全体,乃木坂46 Live in Osaka ～がんばれ！今野～,,Zepp Namba,14,失いたくないから,,,,https://natalie.mu/music/news/74705,,,41134乃木坂46 Live in Osaka ～がんばれ！今野～
2012/8/13,全体,乃木坂46 Live in Osaka ～がんばれ！今野～,,Zepp Namba,EN1,会いたかったかもしれない,,,,https://natalie.mu/music/news/74705,,,41134乃木坂46 Live in Osaka ～がんばれ！今野～
2012/8/13,全体,乃木坂46 Live in Osaka ～がんばれ！今野～,,Zepp Namba,EN2,走れ!Bicycle,,,,https://natalie.mu/music/news/74705,,,41134乃木坂46 Live in Osaka ～がんばれ！今野～
2012/8/13,全体,乃木坂46 Live in Osaka ～がんばれ！今野～,,Zepp Namba,EN3,乃木坂の詩,,,,https://natalie.mu/music/news/74705,,,41134乃木坂46 Live in Osaka ～がんばれ！今野～
2012/8/14,全体,乃木坂46 Live in Nagoya ～がんばれ！今野～,,Zepp Nagoya,1,走れ!Bicycle,,,,https://natalie.mu/music/news/74705,,,41135乃木坂46 Live in Nagoya ～がんばれ！今野～
2012/8/14,全体,乃木坂46 Live in Nagoya ～がんばれ！今野～,,Zepp Nagoya,2,ハウス!,,,,https://natalie.mu/music/news/74705,,,41135乃木坂46 Live in Nagoya ～がんばれ！今野～
2012/8/14,全体,乃木坂46 Live in Nagoya ～がんばれ！今野～,,Zepp Nagoya,3,涙がまだ悲しみだった頃,,,,https://natalie.mu/music/news/74705,,,41135乃木坂46 Live in Nagoya ～がんばれ！今野～
2012/8/14,全体,乃木坂46 Live in Nagoya ～がんばれ！今野～,,Zepp Nagoya,4,狼に口笛を,,,,https://natalie.mu/music/news/74705,,,41135乃木坂46 Live in Nagoya ～がんばれ！今野～
2012/8/14,全体,乃木坂46 Live in Nagoya ～がんばれ！今野～,,Zepp Nagoya,5,左胸の勇気,,,,https://natalie.mu/music/news/74705,,,41135乃木坂46 Live in Nagoya ～がんばれ！今野～
2012/8/14,全体,乃木坂46 Live in Nagoya ～がんばれ！今野～,,Zepp Nagoya,6,せっかちなかたつむり,,,,https://natalie.mu/music/news/74705,,,41135乃木坂46 Live in Nagoya ～がんばれ！今野～
2012/8/14,全体,乃木坂46 Live in Nagoya ～がんばれ！今野～,,Zepp Nagoya,7,人はなぜ走るのか?,,,,https://natalie.mu/music/news/74705,,,41135乃木坂46 Live in Nagoya ～がんばれ！今野～
2012/8/14,全体,乃木坂46 Live in Nagoya ～がんばれ！今野～,,Zepp Nagoya,8,音が出ないギター,,,,https://natalie.mu/music/news/74705,,,41135乃木坂46 Live in Nagoya ～がんばれ！今野～
2012/8/14,全体,乃木坂46 Live in Nagoya ～がんばれ！今野～,,Zepp Nagoya,9,パレオはエメラルド,,,,https://natalie.mu/music/news/74705,,,41135乃木坂46 Live in Nagoya ～がんばれ！今野～
2012/8/14,全体,乃木坂46 Live in Nagoya ～がんばれ！今野～,,Zepp Nagoya,10,会いたかった,,,,https://natalie.mu/music/news/74705,,,41135乃木坂46 Live in Nagoya ～がんばれ！今野～
2012/8/14,全体,乃木坂46 Live in Nagoya ～がんばれ！今野～,,Zepp Nagoya,11,Beginner,,,,https://natalie.mu/music/news/74705,,,41135乃木坂46 Live in Nagoya ～がんばれ！今野～
2012/8/14,全体,乃木坂46 Live in Nagoya ～がんばれ！今野～,,Zepp Nagoya,12,ぐるぐるカーテン,,,,https://natalie.mu/music/news/74705,,,41135乃木坂46 Live in Nagoya ～がんばれ！今野～
2012/8/14,全体,乃木坂46 Live in Nagoya ～がんばれ！今野～,,Zepp Nagoya,13,おいでシャンプー,,,,https://natalie.mu/music/news/74705,,,41135乃木坂46 Live in Nagoya ～がんばれ！今野～
2012/8/14,全体,乃木坂46 Live in Nagoya ～がんばれ！今野～,,Zepp Nagoya,14,失いたくないから,,,,https://natalie.mu/music/news/74705,,,41135乃木坂46 Live in Nagoya ～がんばれ！今野～
2012/8/14,全体,乃木坂46 Live in Nagoya ～がんばれ！今野～,,Zepp Nagoya,EN1,会いたかったかもしれない,,,,https://natalie.mu/music/news/74705,,,41135乃木坂46 Live in Nagoya ～がんばれ！今野～
2012/8/14,全体,乃木坂46 Live in Nagoya ～がんばれ！今野～,,Zepp Nagoya,EN2,走れ!Bicycle,,,,https://natalie.mu/music/news/74705,,,41135乃木坂46 Live in Nagoya ～がんばれ！今野～
2012/8/14,全体,乃木坂46 Live in Nagoya ～がんばれ！今野～,,Zepp Nagoya,EN3,乃木坂の詩,,,,https://natalie.mu/music/news/74705,,,41135乃木坂46 Live in Nagoya ～がんばれ！今野～
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,昼,Zepp Tokyo,1,制服のマネキン,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo昼
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,昼,Zepp Tokyo,2,音が出ないギター,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo昼
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,昼,Zepp Tokyo,3,狼に口笛を,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo昼
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,昼,Zepp Tokyo,4,指望遠鏡,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo昼
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,昼,Zepp Tokyo,5,ハウス!,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo昼
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,昼,Zepp Tokyo,6,やさしさなら間に合ってる,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo昼
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,昼,Zepp Tokyo,7,せっかちなかたつむり,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo昼
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,昼,Zepp Tokyo,8,偶然を言い訳にして,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo昼
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,昼,Zepp Tokyo,9,春のメロディー,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo昼
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,昼,Zepp Tokyo,10,涙がまだ悲しみだった頃,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo昼
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,昼,Zepp Tokyo,11,失いたくないから,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo昼
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,昼,Zepp Tokyo,12,心の薬,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo昼
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,昼,Zepp Tokyo,13,ぐるぐるカーテン,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo昼
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,昼,Zepp Tokyo,14,おいでシャンプー,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo昼
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,昼,Zepp Tokyo,15,走れ!Bicycle,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo昼
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,昼,Zepp Tokyo,EN1,渋谷ブルース,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo昼
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,昼,Zepp Tokyo,EN2,会いたかったかもしれない,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo昼
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,昼,Zepp Tokyo,EN3,制服のマネキン,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo昼
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,昼,Zepp Tokyo,EN4,乃木坂の詩,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo昼
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,夜,Zepp Tokyo,1,制服のマネキン,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo夜
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,夜,Zepp Tokyo,2,人はなぜ走るのか?,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo夜
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,夜,Zepp Tokyo,3,狼に口笛を,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo夜
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,夜,Zepp Tokyo,4,指望遠鏡,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo夜
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,夜,Zepp Tokyo,5,ハウス!,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo夜
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,夜,Zepp Tokyo,6,やさしさなら間に合ってる,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo夜
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,夜,Zepp Tokyo,7,せっかちなかたつむり,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo夜
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,夜,Zepp Tokyo,8,偶然を言い訳にして,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo夜
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,夜,Zepp Tokyo,9,春のメロディー,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo夜
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,夜,Zepp Tokyo,10,左胸の勇気,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo夜
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,夜,Zepp Tokyo,11,白い雲にのって,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo夜
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,夜,Zepp Tokyo,12,心の薬,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo夜
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,夜,Zepp Tokyo,13,ぐるぐるカーテン,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo夜
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,夜,Zepp Tokyo,14,おいでシャンプー,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo夜
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,夜,Zepp Tokyo,15,走れ!Bicycle,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo夜
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,夜,Zepp Tokyo,EN1,渋谷ブルース,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo夜
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,夜,Zepp Tokyo,EN2,会いたかったかもしれない,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo夜
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,夜,Zepp Tokyo,EN3,制服のマネキン,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo夜
2012/12/27,全体,乃木坂46 Zepp Live in Tokyo,夜,Zepp Tokyo,EN4,乃木坂の詩,,,,https://natalie.mu/music/news/82355,,,41270乃木坂46 Zepp Live in Tokyo夜
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,1,ぐるぐるカーテン,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,2,会いたかったかもしれない,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,3,左胸の勇気,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,4,白い雲にのって,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,5,失いたくないから,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,6,おいでシャンプー,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,7,ハウス!,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,8,狼に口笛を,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,9,水玉模様,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,10,偶然を言い訳にして,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,11,心の薬,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,12,走れ!Bicycle,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,13,せっかちなかたつむり,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,14,人はなぜ走るのか?,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,15,涙がまだ悲しみだった頃,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,16,海流の島よ,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,17,音が出ないギター,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,18,制服のマネキン,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,19,やさしさなら間に合ってる,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,20,渋谷ブルース,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,21,ここじゃないどこか,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,22,春のメロディー,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,23,指望遠鏡,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,EN1,君の名は希望,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,EN2,13日の金曜日,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,EN3,シャキイズム,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/2/22,全体,乃木坂46 1ST YEAR BIRTHDAY LIVE,,幕張メッセイベントホール,EN4,乃木坂の詩,,,,https://natalie.mu/music/news/85424,,,41327乃木坂46 1ST YEAR BIRTHDAY LIVE
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,昼,Zepp Sapporo,1,ぐるぐるカーテン,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186011,,41505真夏の全国ツアー2013 北海道公演昼
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,昼,Zepp Sapporo,2,シャキイズム,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186011,,41505真夏の全国ツアー2013 北海道公演昼
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,昼,Zepp Sapporo,3,ハウス!,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186011,,41505真夏の全国ツアー2013 北海道公演昼
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,昼,Zepp Sapporo,4,涙がまだ悲しみだった頃,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186011,,41505真夏の全国ツアー2013 北海道公演昼
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,昼,Zepp Sapporo,5,ガールズルール,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186011,,41505真夏の全国ツアー2013 北海道公演昼
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,昼,Zepp Sapporo,6,失いたくないから,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186011,,41505真夏の全国ツアー2013 北海道公演昼
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,昼,Zepp Sapporo,7,春のメロディー,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186011,,41505真夏の全国ツアー2013 北海道公演昼
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,昼,Zepp Sapporo,8,でこぴん,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186011,,41505真夏の全国ツアー2013 北海道公演昼
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,昼,Zepp Sapporo,9,水玉模様,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186011,,41505真夏の全国ツアー2013 北海道公演昼
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,昼,Zepp Sapporo,10,白い雲にのって,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186011,,41505真夏の全国ツアー2013 北海道公演昼
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,昼,Zepp Sapporo,11,音が出ないギター,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186011,,41505真夏の全国ツアー2013 北海道公演昼
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,昼,Zepp Sapporo,12,君の名は希望,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186011,,41505真夏の全国ツアー2013 北海道公演昼
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,昼,Zepp Sapporo,13,走れ!Bicycle,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186011,,41505真夏の全国ツアー2013 北海道公演昼
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,昼,Zepp Sapporo,14,会いたかったかもしれない,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186011,,41505真夏の全国ツアー2013 北海道公演昼
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,昼,Zepp Sapporo,15,ロマンティックいか焼き,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186011,,41505真夏の全国ツアー2013 北海道公演昼
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,昼,Zepp Sapporo,16,扇風機,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186011,,41505真夏の全国ツアー2013 北海道公演昼
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,昼,Zepp Sapporo,17,おいでシャンプー,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186011,,41505真夏の全国ツアー2013 北海道公演昼
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,昼,Zepp Sapporo,EN1,人間という楽器,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186011,,41505真夏の全国ツアー2013 北海道公演昼
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,昼,Zepp Sapporo,EN2,制服のマネキン,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186011,,41505真夏の全国ツアー2013 北海道公演昼
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,昼,Zepp Sapporo,EN3,乃木坂の詩,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186011,,41505真夏の全国ツアー2013 北海道公演昼
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,夜,Zepp Sapporo,1,制服のマネキン,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186012,,41505真夏の全国ツアー2013 北海道公演夜
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,夜,Zepp Sapporo,2,人はなぜ走るのか?,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186012,,41505真夏の全国ツアー2013 北海道公演夜
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,夜,Zepp Sapporo,3,世界で一番 孤独なLover,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186012,,41505真夏の全国ツアー2013 北海道公演夜
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,夜,Zepp Sapporo,4,狼に口笛を,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186012,,41505真夏の全国ツアー2013 北海道公演夜
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,夜,Zepp Sapporo,5,ガールズルール,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186012,,41505真夏の全国ツアー2013 北海道公演夜
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,夜,Zepp Sapporo,6,左胸の勇気,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186012,,41505真夏の全国ツアー2013 北海道公演夜
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,夜,Zepp Sapporo,7,失いたくないから,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186012,,41505真夏の全国ツアー2013 北海道公演夜
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,夜,Zepp Sapporo,8,せっかちなかたつむり,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186012,,41505真夏の全国ツアー2013 北海道公演夜
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,夜,Zepp Sapporo,9,海流の島よ,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186012,,41505真夏の全国ツアー2013 北海道公演夜
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,夜,Zepp Sapporo,10,他の星から,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186012,,41505真夏の全国ツアー2013 北海道公演夜
