日付,種別,名称,部,場所,曲順,曲名,センター1,センター2,備考,参照元1,参照元2,参照元3,※ライブ数集計用のユニーク文字列
2018/5/18,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演,2,名古屋国際会議場 センチュリーホール,14,夏のFree&Easy,,,,https://ameblo.jp/nmbnogi4846/entry-12378010139.html,https://stranger-nogi.hatenablog.com/entry/2018/05/31/224622,,43238乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演2
2018/5/18,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演,2,名古屋国際会議場 センチュリーホール,15,ロマンティックいか焼き,,,,https://ameblo.jp/nmbnogi4846/entry-12378010139.html,https://stranger-nogi.hatenablog.com/entry/2018/05/31/224622,,43238乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演2
2018/5/18,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演,2,名古屋国際会議場 センチュリーホール,16,あの日 僕は咄嗟に嘘をついた,,,,https://ameblo.jp/nmbnogi4846/entry-12378010139.html,https://stranger-nogi.hatenablog.com/entry/2018/05/31/224622,,43238乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演2
2018/5/18,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演,2,名古屋国際会議場 センチュリーホール,17,嫉妬の権利,,,,https://ameblo.jp/nmbnogi4846/entry-12378010139.html,https://stranger-nogi.hatenablog.com/entry/2018/05/31/224622,,43238乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演2
2018/5/18,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演,2,名古屋国際会議場 センチュリーホール,18,ここにいる理由,,,,https://ameblo.jp/nmbnogi4846/entry-12378010139.html,https://stranger-nogi.hatenablog.com/entry/2018/05/31/224622,,43238乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演2
2018/5/18,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演,2,名古屋国際会議場 センチュリーホール,19,誰よりそばにいたい,,,,https://ameblo.jp/nmbnogi4846/entry-12378010139.html,https://stranger-nogi.hatenablog.com/entry/2018/05/31/224622,,43238乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演2
2018/5/18,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演,2,名古屋国際会議場 センチュリーホール,20,シークレットグラフィティー,,,,https://ameblo.jp/nmbnogi4846/entry-12378010139.html,https://stranger-nogi.hatenablog.com/entry/2018/05/31/224622,,43238乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演2
2018/5/18,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演,2,名古屋国際会議場 センチュリーホール,21,狼に口笛を,,,,https://ameblo.jp/nmbnogi4846/entry-12378010139.html,https://stranger-nogi.hatenablog.com/entry/2018/05/31/224622,,43238乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演2
2018/5/18,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演,2,名古屋国際会議場 センチュリーホール,22,13日の金曜日,,,,https://ameblo.jp/nmbnogi4846/entry-12378010139.html,https://stranger-nogi.hatenablog.com/entry/2018/05/31/224622,,43238乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演2
2018/5/18,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演,2,名古屋国際会議場 センチュリーホール,23,自惚れビーチ,,,,https://ameblo.jp/nmbnogi4846/entry-12378010139.html,https://stranger-nogi.hatenablog.com/entry/2018/05/31/224622,,43238乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演2
2018/5/18,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演,2,名古屋国際会議場 センチュリーホール,EN1,シンクロニシティ,,,,https://ameblo.jp/nmbnogi4846/entry-12378010139.html,https://stranger-nogi.hatenablog.com/entry/2018/05/31/224622,,43238乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演2
2018/5/18,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演,2,名古屋国際会議場 センチュリーホール,EN2,ロマンスのスタート,,,,https://ameblo.jp/nmbnogi4846/entry-12378010139.html,https://stranger-nogi.hatenablog.com/entry/2018/05/31/224622,,43238乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演2
2018/5/18,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演,2,名古屋国際会議場 センチュリーホール,EN3,太陽ノック,,,,https://ameblo.jp/nmbnogi4846/entry-12378010139.html,https://stranger-nogi.hatenablog.com/entry/2018/05/31/224622,,43238乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演2
2018/5/18,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演,2,名古屋国際会議場 センチュリーホール,EN4,乃木坂の詩,,,,https://ameblo.jp/nmbnogi4846/entry-12378010139.html,https://stranger-nogi.hatenablog.com/entry/2018/05/31/224622,,43238乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 愛知公演2
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,1,新しい世界,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,2,世界で一番 孤独なLover,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,3,自由の彼方,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,4,転がった鐘を鳴らせ!,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,5,ダンケシェーン,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,6,春のメロディー,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,7,涙がまだ悲しみだった頃,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,8,憂鬱と風船ガム,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,9,誰かは味方,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,10,Rewindあの日,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,11,行くあてのない僕たち,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,12,扇風機,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,13,君が扇いでくれた,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,14,ガールズルール,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,15,ロマンティックいか焼き,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,16,あの日 僕は咄嗟に嘘をついた,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,17,嫉妬の権利,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,18,ここにいる理由,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,19,誰よりそばにいたい,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,20,シークレットグラフィティー,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,21,狼に口笛を,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,22,13日の金曜日,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,23,自惚れビーチ,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,EN1,シンクロニシティ,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,EN2,ハウス!,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,EN3,おいでシャンプー,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/19,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,1,富士市文化会館 ロゼシアター 大ホール,EN4,乃木坂の詩,,,,http://mevius.5ch.net/test/read.cgi/nogizaka/1526512315/,,,43239乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演1
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,1,新しい世界,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,2,世界で一番 孤独なLover,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,3,自由の彼方,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,4,転がった鐘を鳴らせ!,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,5,ダンケシェーン,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,6,春のメロディー,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,7,涙がまだ悲しみだった頃,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,8,憂鬱と風船ガム,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,9,誰かは味方,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,10,Rewindあの日,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,11,行くあてのない僕たち,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,12,扇風機,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,13,君が扇いでくれた,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,14,裸足でSummer,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,15,ロマンティックいか焼き,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,16,あの日 僕は咄嗟に嘘をついた,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,17,嫉妬の権利,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,18,ここにいる理由,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,19,誰よりそばにいたい,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,20,シークレットグラフィティー,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,21,狼に口笛を,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,22,13日の金曜日,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,23,自惚れビーチ,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,EN1,シンクロニシティ,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,EN2,ロマンスのスタート,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,EN3,太陽ノック,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,2,富士市文化会館 ロゼシアター 大ホール,EN4,乃木坂の詩,,,,https://nogizakaworld.com/setlist-underlive2018/,https://nogizaka-media.com/under-live-shizuoka-report/,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演2
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,3,富士市文化会館 ロゼシアター 大ホール,1,新しい世界,,,,https://www.nikkansports.com/entertainment/news/201805200000954.html,,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演3
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,3,富士市文化会館 ロゼシアター 大ホール,2,世界で一番 孤独なLover,,,,https://www.nikkansports.com/entertainment/news/201805200000954.html,,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演3
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,3,富士市文化会館 ロゼシアター 大ホール,3,自由の彼方,,,,https://www.nikkansports.com/entertainment/news/201805200000954.html,,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演3
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,3,富士市文化会館 ロゼシアター 大ホール,4,転がった鐘を鳴らせ!,,,,https://www.nikkansports.com/entertainment/news/201805200000954.html,,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演3
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,3,富士市文化会館 ロゼシアター 大ホール,5,ダンケシェーン,,,,https://www.nikkansports.com/entertainment/news/201805200000954.html,,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演3
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,3,富士市文化会館 ロゼシアター 大ホール,6,春のメロディー,,,,https://www.nikkansports.com/entertainment/news/201805200000954.html,,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演3
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,3,富士市文化会館 ロゼシアター 大ホール,7,涙がまだ悲しみだった頃,,,,https://www.nikkansports.com/entertainment/news/201805200000954.html,,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演3
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,3,富士市文化会館 ロゼシアター 大ホール,8,憂鬱と風船ガム,,,,https://www.nikkansports.com/entertainment/news/201805200000954.html,,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演3
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,3,富士市文化会館 ロゼシアター 大ホール,9,誰かは味方,,,,https://www.nikkansports.com/entertainment/news/201805200000954.html,,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演3
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,3,富士市文化会館 ロゼシアター 大ホール,10,Rewindあの日,,,,https://www.nikkansports.com/entertainment/news/201805200000954.html,,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演3
2018/5/20,アンダー,乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演,3,富士市文化会館 ロゼシアター 大ホール,11,行くあてのない僕たち,,,,https://www.nikkansports.com/entertainment/news/201805200000954.html,,,43240乃木坂46アンダーライブ全国ツアー2018 〜中部シリーズ〜 静岡公演3
